obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('0',)",3723303903,8,3.615750074,3742914163,3742914163,3723303903,0,internal_timestamp,75.53099823,1514315103,33.05730057,1,9.93239975,1025.793745,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('1',)",3723303903,8,3.61571002,3742914163,3742914163,3723303903,0,internal_timestamp,75.53099823,1514315103,33.05709839,0,9.932299614,1025.793604,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('2',)",3723303903,8,3.615240097,3742914163,3742914163,3723303903,0,internal_timestamp,75.52400208,1514315103,33.05239868,0,9.932100296,1025.78994,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('3',)",3723303903,8,3.615750074,3742914163,3742914163,3723303903,0,internal_timestamp,75.53099823,1514315103,33.05749893,0,9.932299614,1025.793917,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('4',)",3723303903,8,3.61571002,3742914163,3742914163,3723303903,0,internal_timestamp,75.53099823,1514315103,33.05720139,0,9.932100296,1025.793718,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('5',)",3723303903,8,3.614459991,3742914163,3742914163,3723303903,0,internal_timestamp,75.52500153,1514315103,33.04430008,0,9.932299614,1025.783593,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('6',)",3723303903,8,3.614919901,3742914163,3742914163,3723303903,0,internal_timestamp,75.52600098,1514315103,33.0489006,0,9.93239975,1025.78717,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('7',)",3723303903,8,3.615099907,3742914163,3742914163,3723303903,0,internal_timestamp,75.52400208,1514315103,33.05099869,0,9.932200432,1025.788831,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('8',)",3723303903,8,3.614749908,3742914163,3742914163,3723303903,0,internal_timestamp,75.52899933,1514315103,33.04729843,0,9.932200432,1025.785967,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('9',)",3723303903,8,3.614550114,3742914163,3742914163,3723303903,0,internal_timestamp,75.53099823,1514315103,33.04520035,0,9.932299614,1025.784323,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('10',)",3723303903,8,3.614579916,3742914163,3742914163,3723303903,0,internal_timestamp,75.52500153,1514315103,33.04560089,0,9.932299614,1025.784608,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('11',)",3723303903,8,3.614779949,3742914163,3742914163,3723303903,0,internal_timestamp,75.52600098,1514315103,33.04750061,0,9.93239975,1025.786078,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('12',)",3723303903,8,3.61500001,3742914163,3742914163,3723303903,0,internal_timestamp,75.52300262,1514315103,33.04970169,0,9.93239975,1025.787781,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('13',)",3723303903,8,3.615119934,3742914163,3742914163,3723303903,0,internal_timestamp,75.52100372,1514315103,33.05089951,0,9.93239975,1025.788706,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('14',)",3723303904,8,3.615149975,3742914163,3742914163,3723303904,0,internal_timestamp,75.52600098,1514315104,33.05120087,0,9.93239975,1025.788964,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('15',)",3723303904,8,3.615170002,3742914163,3742914163,3723303904,0,internal_timestamp,75.52100372,1514315104,33.05139923,0,9.93239975,1025.789096,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('16',)",3723303904,8,3.615170002,3742914163,3742914163,3723303904,0,internal_timestamp,75.52200317,1514315104,33.05139923,0,9.932499886,1025.789084,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('17',)",3723303904,8,3.615180016,3742914163,3742914163,3723303904,0,internal_timestamp,75.51799774,1514315104,33.05149841,0,9.932499886,1025.789143,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('18',)",3723303904,8,3.615200043,3742914163,3742914163,3723303904,0,internal_timestamp,75.51899719,1514315104,33.05170059,0,9.932499886,1025.789305,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('19',)",3723303904,8,3.615210056,3742914163,3742914163,3723303904,0,internal_timestamp,75.51899719,1514315104,33.05179977,0,9.932499886,1025.789383,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('20',)",3723303904,8,3.615200043,3742914163,3742914163,3723303904,0,internal_timestamp,75.52200317,1514315104,33.05170059,0,9.932499886,1025.789319,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('21',)",3723303904,8,3.615180016,3742914163,3742914163,3723303904,0,internal_timestamp,75.51799774,1514315104,33.05139923,0,9.932499886,1025.789066,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('22',)",3723303904,8,3.615159988,3742914163,3742914163,3723303904,0,internal_timestamp,75.51799774,1514315104,33.05120087,0,9.932499886,1025.788911,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('23',)",3723303904,8,3.615170002,3742914163,3742914163,3723303904,0,internal_timestamp,75.51699829,1514315104,33.05120087,0,9.932600021,1025.78889,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('24',)",3723303904,8,3.615190029,3742914163,3742914163,3723303904,0,internal_timestamp,75.51699829,1514315104,33.05149841,0,9.932600021,1025.789122,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('25',)",3723303905,8,3.61522007,3742914163,3742914163,3723303905,0,internal_timestamp,75.51399994,1514315105,33.05179977,0,9.932600021,1025.789343,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('26',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.51100159,1514315105,33.05199814,0,9.932499886,1025.789501,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('27',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.51200104,1514315105,33.05199814,0,9.932499886,1025.789506,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('28',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.51100159,1514315105,33.05199814,0,9.932499886,1025.789501,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('29',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.50900269,1514315105,33.05210114,0,9.932499886,1025.789572,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('30',)",3723303905,8,3.615259886,3742914163,3742914163,3723303905,0,internal_timestamp,75.51100159,1514315105,33.05220032,0,9.932499886,1025.789659,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('31',)",3723303905,8,3.615269899,3742914163,3742914163,3723303905,0,internal_timestamp,75.51399994,1514315105,33.0522995,0,9.932600021,1025.789733,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('32',)",3723303905,8,3.615259886,3742914163,3742914163,3723303905,0,internal_timestamp,75.50900269,1514315105,33.0522995,0,9.932499886,1025.789727,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('33',)",3723303905,8,3.615259886,3742914163,3742914163,3723303905,0,internal_timestamp,75.51100159,1514315105,33.0522995,0,9.932499886,1025.789736,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('34',)",3723303905,8,3.615259886,3742914163,3742914163,3723303905,0,internal_timestamp,75.51000214,1514315105,33.05220032,0,9.932499886,1025.789654,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('35',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.51300049,1514315105,33.05210114,0,9.93239975,1025.789607,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('36',)",3723303905,8,3.615250111,3742914163,3742914163,3723303905,0,internal_timestamp,75.50900269,1514315105,33.05220032,0,9.932499886,1025.78965,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('37',)",3723303905,8,3.615250111,3742914163,3742914163,3723303905,0,internal_timestamp,75.5059967,1514315105,33.05220032,0,9.932499886,1025.789636,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('38',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.50900269,1514315105,33.05210114,0,9.932499886,1025.789572,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('39',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.5059967,1514315105,33.05199814,0,9.932499886,1025.789478,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('40',)",3723303905,8,3.615230083,3742914163,3742914163,3723303905,0,internal_timestamp,75.5039978,1514315105,33.05199814,0,9.932499886,1025.789469,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('41',)",3723303905,8,3.615210056,3742914163,3742914163,3723303905,0,internal_timestamp,75.5019989,1514315105,33.05179977,0,9.932499886,1025.789305,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('42',)",3723303905,8,3.61522007,3742914163,3742914163,3723303905,0,internal_timestamp,75.50299835,1514315105,33.05189896,0,9.932499886,1025.789387,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('43',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.5,1514315105,33.05210114,0,9.93239975,1025.789548,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('44',)",3723303905,8,3.615240097,3742914163,3742914163,3723303905,0,internal_timestamp,75.4980011,1514315105,33.05220032,0,9.93239975,1025.789616,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('45',)",3723303905,8,3.615250111,3742914163,3742914163,3723303905,0,internal_timestamp,75.49700165,1514315105,33.0522995,0,9.93239975,1025.789689,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('46',)",3723303906,8,3.615269899,3742914163,3742914163,3723303906,0,internal_timestamp,75.49299622,1514315106,33.05239868,0,9.93239975,1025.789748,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('47',)",3723303906,8,3.615259886,3742914163,3742914163,3723303906,0,internal_timestamp,75.4940033,1514315106,33.05239868,0,9.93239975,1025.789753,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('48',)",3723303906,8,3.615269899,3742914163,3742914163,3723303906,0,internal_timestamp,75.49299622,1514315106,33.05250168,0,9.93239975,1025.789829,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('49',)",3723303906,8,3.615269899,3742914163,3742914163,3723303906,0,internal_timestamp,75.48799896,1514315106,33.05250168,0,9.93239975,1025.789806,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('50',)",3723303906,8,3.615259886,3742914163,3742914163,3723303906,0,internal_timestamp,75.48799896,1514315106,33.0522995,0,9.932499886,1025.789632,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('51',)",3723303906,8,3.615240097,3742914163,3742914163,3723303906,0,internal_timestamp,75.48699951,1514315106,33.05210114,0,9.932499886,1025.789472,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('52',)",3723303906,8,3.61522007,3742914163,3742914163,3723303906,0,internal_timestamp,75.48699951,1514315106,33.05199814,0,9.932499886,1025.789392,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('53',)",3723303906,8,3.61522007,3742914163,3742914163,3723303906,0,internal_timestamp,75.48600006,1514315106,33.05189896,0,9.932499886,1025.78931,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('54',)",3723303906,8,3.615230083,3742914163,3742914163,3723303906,0,internal_timestamp,75.48600006,1514315106,33.05199814,0,9.93239975,1025.789404,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('55',)",3723303906,8,3.615250111,3742914163,3742914163,3723303906,0,internal_timestamp,75.48699951,1514315106,33.05220032,0,9.93239975,1025.789566,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('56',)",3723303906,8,3.615259886,3742914163,3742914163,3723303906,0,internal_timestamp,75.48500061,1514315106,33.05239868,0,9.93239975,1025.789712,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('57',)",3723303906,8,3.615250111,3742914163,3742914163,3723303906,0,internal_timestamp,75.48400116,1514315106,33.0522995,0,9.93239975,1025.78963,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('58',)",3723303906,8,3.615230083,3742914163,3742914163,3723303906,0,internal_timestamp,75.48100281,1514315106,33.05210114,0,9.93239975,1025.789462,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('59',)",3723303906,8,3.615210056,3742914163,3742914163,3723303906,0,internal_timestamp,75.47899628,1514315106,33.05199814,0,9.932299614,1025.789389,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('60',)",3723303906,8,3.615200043,3742914163,3742914163,3723303906,0,internal_timestamp,75.47799683,1514315106,33.05199814,0,9.932200432,1025.789401,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('61',)",3723303906,8,3.615210056,3742914163,3742914163,3723303906,0,internal_timestamp,75.47599792,1514315106,33.05210114,0,9.932200432,1025.789472,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('62',)",3723303907,8,3.615230083,3742914163,3742914163,3723303907,0,internal_timestamp,75.47599792,1514315107,33.0522995,0,9.932200432,1025.789627,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('63',)",3723303907,8,3.615240097,3742914163,3742914163,3723303907,0,internal_timestamp,75.47000122,1514315107,33.05239868,0,9.932200432,1025.789677,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('64',)",3723303907,8,3.615240097,3742914163,3742914163,3723303907,0,internal_timestamp,75.47100067,1514315107,33.05239868,0,9.932200432,1025.789682,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('65',)",3723303907,8,3.615250111,3742914163,3742914163,3723303907,0,internal_timestamp,75.46800232,1514315107,33.05239868,0,9.932200432,1025.789668,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('66',)",3723303907,8,3.615240097,3742914163,3742914163,3723303907,0,internal_timestamp,75.46700287,1514315107,33.05239868,0,9.932200432,1025.789664,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('67',)",3723303907,8,3.615240097,3742914163,3742914163,3723303907,0,internal_timestamp,75.46600342,1514315107,33.05239868,0,9.932200432,1025.789659,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('68',)",3723303907,8,3.615230083,3742914163,3742914163,3723303907,0,internal_timestamp,75.46299744,1514315107,33.0522995,0,9.932100296,1025.789585,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('69',)",3723303907,8,3.615230083,3742914163,3742914163,3723303907,0,internal_timestamp,75.46199799,1514315107,33.0522995,0,9.932100296,1025.78958,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('70',)",3723303907,8,3.615230083,3742914163,3742914163,3723303907,0,internal_timestamp,75.45700073,1514315107,33.05239868,0,9.932100296,1025.789635,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('71',)",3723303907,8,3.615250111,3742914163,3742914163,3723303907,0,internal_timestamp,75.45899963,1514315107,33.05250168,0,9.932100296,1025.789724,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('72',)",3723303907,8,3.615259886,3742914163,3742914163,3723303907,0,internal_timestamp,75.45999908,1514315107,33.05270004,0,9.932100296,1025.789884,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('73',)",3723303907,8,3.615240097,3742914163,3742914163,3723303907,0,internal_timestamp,75.45600128,1514315107,33.05239868,0,9.932100296,1025.78963,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('74',)",3723303907,8,3.615190029,3742914163,3742914163,3723303907,0,internal_timestamp,75.45500183,1514315107,33.05199814,0,9.932100296,1025.789313,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('75',)",3723303907,8,3.615149975,3742914163,3742914163,3723303907,0,internal_timestamp,75.45500183,1514315107,33.05160141,0,9.932100296,1025.789004,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('76',)",3723303907,8,3.615129948,3742914163,3742914163,3723303907,0,internal_timestamp,75.45400238,1514315107,33.05130005,0,9.932100296,1025.788764,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('77',)",3723303907,8,3.615119934,3742914163,3742914163,3723303907,0,internal_timestamp,75.45700073,1514315107,33.05120087,0,9.932100296,1025.7887,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('78',)",3723303908,8,3.615129948,3742914163,3742914163,3723303908,0,internal_timestamp,75.45300293,1514315108,33.05139923,0,9.932100296,1025.788837,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('79',)",3723303908,8,3.615139961,3742914163,3742914163,3723303908,0,internal_timestamp,75.45300293,1514315108,33.05139923,0,9.932100296,1025.788837,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('80',)",3723303908,8,3.615159988,3742914163,3742914163,3723303908,0,internal_timestamp,75.4509964,1514315108,33.05149841,0,9.932200432,1025.788888,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('81',)",3723303908,8,3.615190029,3742914163,3742914163,3723303908,0,internal_timestamp,75.45200348,1514315108,33.05170059,0,9.932299614,1025.789034,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('82',)",3723303908,8,3.615210056,3742914163,3742914163,3723303908,0,internal_timestamp,75.45200348,1514315108,33.05199814,0,9.932299614,1025.789266,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('83',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.44999695,1514315108,33.05220032,0,9.932299614,1025.789415,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('84',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.44400024,1514315108,33.05220032,0,9.932299614,1025.789388,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('85',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.4489975,1514315108,33.0522995,0,9.932200432,1025.789504,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('86',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.45400238,1514315108,33.0522995,0,9.932100296,1025.789544,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('87',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.4469986,1514315108,33.05239868,0,9.932100296,1025.789589,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('88',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.44799805,1514315108,33.0522995,0,9.932100296,1025.789516,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('89',)",3723303908,8,3.615230083,3742914163,3742914163,3723303908,0,internal_timestamp,75.44599915,1514315108,33.0522995,1,9.932200432,1025.789491,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('90',)",3723303908,8,3.61522007,3742914163,3742914163,3723303908,0,internal_timestamp,75.4469986,1514315108,33.05210114,0,9.932200432,1025.78934,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('91',)",3723303908,8,3.615210056,3742914163,3742914163,3723303908,0,internal_timestamp,75.4489975,1514315108,33.05199814,0,9.932299614,1025.789253,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('92',)",3723303908,8,3.615190029,3742914163,3742914163,3723303908,0,internal_timestamp,75.4489975,1514315108,33.05179977,0,9.932200432,1025.789114,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('93',)",3723303908,8,3.615159988,3742914163,3742914163,3723303908,0,internal_timestamp,75.4489975,1514315108,33.05160141,0,9.932200432,1025.78896,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('94',)",3723303909,8,3.615139961,3742914163,3742914163,3723303909,0,internal_timestamp,75.4489975,1514315109,33.05149841,0,9.93200016,1025.788913,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('95',)",3723303909,8,3.615119934,3742914163,3742914163,3723303909,0,internal_timestamp,75.4469986,1514315109,33.05139923,0,9.931900024,1025.788843,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('96',)",3723303909,8,3.615109921,3742914163,3742914163,3723303909,0,internal_timestamp,75.4509964,1514315109,33.05130005,1,9.931900024,1025.788784,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('97',)",3723303909,8,3.615109921,3742914163,3742914163,3723303909,0,internal_timestamp,75.4489975,1514315109,33.05130005,0,9.931900024,1025.788775,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('98',)",3723303909,8,3.615089893,3742914163,3742914163,3723303909,0,internal_timestamp,75.4489975,1514315109,33.05110168,0,9.931900024,1025.78862,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('99',)",3723303909,8,3.615060091,3742914163,3742914163,3723303909,0,internal_timestamp,75.44599915,1514315109,33.05080032,0,9.931900024,1025.788371,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('100',)",3723303909,8,3.615050077,3742914163,3742914163,3723303909,0,internal_timestamp,75.45200348,1514315109,33.05070114,0,9.931900024,1025.788321,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('101',)",3723303909,8,3.615040064,3742914163,3742914163,3723303909,0,internal_timestamp,75.45300293,1514315109,33.05070114,0,9.931799889,1025.788343,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('102',)",3723303909,8,3.615040064,3742914163,3742914163,3723303909,0,internal_timestamp,75.45300293,1514315109,33.05070114,0,9.931799889,1025.788343,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('103',)",3723303909,8,3.615060091,3742914163,3742914163,3723303909,0,internal_timestamp,75.45200348,1514315109,33.05089951,0,9.931799889,1025.788493,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('104',)",3723303909,8,3.615070105,3742914163,3742914163,3723303909,0,internal_timestamp,75.45500183,1514315109,33.05099869,0,9.931799889,1025.788584,29,13,29,13,29,29,29,13,29,29,44.64102,-124.30216
"('105',)",3723303909,8,3.615070105,3742914163,3742914163,3723303909,0,internal_timestamp,75.45999908,1514315109,33.05099869,0,9.931799889,1025.788607,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('106',)",3723303909,8,3.615070105,3742914163,3742914163,3723303909,0,internal_timestamp,75.45999908,1514315109,33.05099869,0,9.931799889,1025.788607,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('107',)",3723303909,8,3.615050077,3742914163,3742914163,3723303909,0,internal_timestamp,75.46199799,1514315109,33.05089951,0,9.931799889,1025.788538,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('108',)",3723303909,8,3.615040064,3742914163,3742914163,3723303909,0,internal_timestamp,75.46199799,1514315109,33.05080032,0,9.931699753,1025.788478,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('109',)",3723303909,8,3.615040064,3742914163,3742914163,3723303909,0,internal_timestamp,75.46499634,1514315109,33.05080032,0,9.931699753,1025.788491,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('110',)",3723303910,8,3.615040064,3742914163,3742914163,3723303910,0,internal_timestamp,75.46800232,1514315110,33.05080032,0,9.931699753,1025.788505,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('111',)",3723303910,8,3.615060091,3742914163,3742914163,3723303910,0,internal_timestamp,75.46700287,1514315110,33.05099869,0,9.931699753,1025.788655,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('112',)",3723303910,8,3.615070105,3742914163,3742914163,3723303910,0,internal_timestamp,75.47100067,1514315110,33.05110168,0,9.931699753,1025.788754,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('113',)",3723303910,8,3.615070105,3742914163,3742914163,3723303910,0,internal_timestamp,75.47499847,1514315110,33.05110168,0,9.931699753,1025.788772,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('114',)",3723303910,8,3.615050077,3742914163,3742914163,3723303910,0,internal_timestamp,75.47899628,1514315110,33.05089951,0,9.931699753,1025.788632,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('115',)",3723303910,8,3.61503005,3742914163,3742914163,3723303910,0,internal_timestamp,75.47699738,1514315110,33.05059814,0,9.931699753,1025.788388,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('116',)",3723303910,8,3.615020037,3742914163,3742914163,3723303910,0,internal_timestamp,75.48200226,1514315110,33.05049896,0,9.931799889,1025.788317,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('117',)",3723303910,8,3.615010023,3742914163,3742914163,3723303910,0,internal_timestamp,75.48600006,1514315110,33.05039978,0,9.931699753,1025.788275,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('118',)",3723303910,8,3.615020037,3742914163,3742914163,3723303910,0,internal_timestamp,75.48600006,1514315110,33.05049896,0,9.931699753,1025.788352,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('119',)",3723303910,8,3.61503005,3742914163,3742914163,3723303910,0,internal_timestamp,75.48799896,1514315110,33.05070114,0,9.931699753,1025.788519,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('120',)",3723303910,8,3.615040064,3742914163,3742914163,3723303910,0,internal_timestamp,75.48999786,1514315110,33.05080032,0,9.931699753,1025.788605,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('121',)",3723303910,8,3.615040064,3742914163,3742914163,3723303910,0,internal_timestamp,75.49299622,1514315110,33.05080032,0,9.931699753,1025.788619,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('122',)",3723303910,8,3.61503005,3742914163,3742914163,3723303910,0,internal_timestamp,75.4960022,1514315110,33.05070114,0,9.931699753,1025.788555,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('123',)",3723303910,8,3.61500001,3742914163,3742914163,3723303910,0,internal_timestamp,75.5,1514315110,33.05039978,0,9.931699753,1025.788338,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('124',)",3723303910,8,3.61500001,3742914163,3742914163,3723303910,0,internal_timestamp,75.5059967,1514315110,33.05049896,0,9.931599617,1025.78846,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('125',)",3723303910,8,3.615010023,3742914163,3742914163,3723303910,0,internal_timestamp,75.50900269,1514315110,33.05070114,0,9.931500435,1025.788648,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('126',)",3723303911,8,3.61503005,3742914163,3742914163,3723303911,0,internal_timestamp,75.51200104,1514315111,33.05099869,0,9.931400299,1025.78891,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('127',)",3723303911,8,3.615060091,3742914163,3742914163,3723303911,0,internal_timestamp,75.51599884,1514315111,33.05130005,0,9.931300163,1025.78918,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('128',)",3723303911,8,3.615060091,3742914163,3742914163,3723303911,0,internal_timestamp,75.52100372,1514315111,33.05130005,0,9.931300163,1025.789203,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
"('129',)",3723303911,8,3.615050077,3742914163,3742914163,3723303911,0,internal_timestamp,75.51799774,1514315111,33.05120087,0,9.931300163,1025.789112,29,13,29,29,29,29,29,13,29,29,44.64102,-124.30216
