obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('743',)",3659307441,2,32.03659821,3746541021,3746541022,3659307441,0,internal_timestamp,1072.430054,438613,1450318641,3.435800076,3.203659821,34.41224429,1032.347943,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('744',)",3659307452,2,32.03779984,3746541021,3746541022,3659307452,0,internal_timestamp,1071.890015,432851,1450318652,3.437799931,3.203779984,34.41185676,1032.34492,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('745',)",3659307463,2,32.03910065,3746541021,3746541022,3659307463,0,internal_timestamp,1071.439941,437076,1450318663,3.439199924,3.203910065,34.41217061,1032.342936,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('746',)",3659307474,2,32.03929901,3746541021,3746541022,3659307474,0,internal_timestamp,1071.109985,432882,1450318674,3.439399958,3.203929901,34.41236537,1032.341555,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('747',)",3659307485,2,32.03950119,3746541021,3746541022,3659307485,0,internal_timestamp,1070.829956,437196,1450318685,3.439599991,3.203950119,34.41253932,1032.340386,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('748',)",3659307496,2,32.04000092,3746541021,3746541022,3659307496,0,internal_timestamp,1070.359985,424233,1450318696,3.44020009,3.204000092,34.41274558,1032.338325,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('749',)",3659307507,2,32.03990173,3746541021,3746541022,3659307507,0,internal_timestamp,1069.22998,439274,1450318707,3.441099882,3.203990173,34.4122584,1032.332659,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('750',)",3659307518,2,32.04069901,3746541021,3746541022,3659307518,0,internal_timestamp,1067.829956,453074,1450318718,3.442300081,3.204069901,34.41266352,1032.326424,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('751',)",3659307529,2,32.04679871,3746541021,3746541022,3659307529,0,internal_timestamp,1066.719971,413331,1450318729,3.451499939,3.204679871,34.41086456,1032.318792,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('752',)",3659307540,2,32.05379868,3746541021,3746541022,3659307540,0,internal_timestamp,1065.73999,436574,1450318740,3.461199999,3.205379868,34.40954935,1032.312075,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('753',)",3659307551,2,32.05540085,3746541021,3746541022,3659307551,0,internal_timestamp,1064.880005,476449,1450318751,3.46449995,3.205540085,34.40843998,1032.306857,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('754',)",3659307562,2,32.06000137,3746541021,3746541022,3659307562,0,internal_timestamp,1063.949951,439428,1450318762,3.47059989,3.206000137,34.40800897,1032.301509,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('755',)",3659307573,2,32.06169891,3746541021,3746541022,3659307573,0,internal_timestamp,1062.910034,444565,1450318773,3.472899914,3.206169891,34.40815224,1032.29658,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('756',)",3659307584,2,32.06230164,3746541021,3746541022,3659307584,0,internal_timestamp,1061.949951,485316,1450318784,3.473599911,3.206230164,34.40862544,1032.292474,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('757',)",3659307595,2,32.06370163,3746541021,3746541022,3659307595,0,internal_timestamp,1061.26001,420391,1450318795,3.475500107,3.206370163,34.40865488,1032.289106,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('758',)",3659307606,2,32.06370163,3746541021,3746541022,3659307606,0,internal_timestamp,1060.930054,442390,1450318806,3.475699902,3.206370163,34.40861322,1032.287539,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('759',)",3659307617,2,32.06389999,3746541021,3746541022,3659307617,0,internal_timestamp,1060.930054,425422,1450318817,3.475600004,3.206389999,34.40895441,1032.28782,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('760',)",3659307628,2,32.06409836,3746541021,3746541022,3659307628,0,internal_timestamp,1060.920044,431298,1450318828,3.476000071,3.206409836,34.40877695,1032.287585,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('761',)",3659307639,2,32.06389999,3746541021,3746541022,3659307639,0,internal_timestamp,1060.920044,443703,1450318839,3.475899935,3.206389999,34.40864531,1032.287494,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('762',)",3659307650,2,32.06389999,3746541021,3746541022,3659307650,0,internal_timestamp,1060.75,440939,1450318850,3.476099968,3.206389999,34.40852216,1032.286594,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('763',)",3659307661,2,32.06409836,3746541021,3746541022,3659307661,0,internal_timestamp,1060.430054,448687,1450318861,3.476099968,3.206409836,34.40892124,1032.285445,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('764',)",3659307672,2,32.06430054,3746541021,3746541022,3659307672,0,internal_timestamp,1059.560059,446561,1450318872,3.476999998,3.206430054,34.40866153,1032.281148,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('765',)",3659307683,2,32.06499863,3746541021,3746541022,3659307683,0,internal_timestamp,1058.449951,426007,1450318883,3.478499889,3.206499863,34.40848682,1032.275745,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('766',)",3659307694,2,32.06600189,3746541021,3746541022,3659307694,0,internal_timestamp,1057.199951,432271,1450318894,3.481400013,3.206600189,34.40728041,1032.268716,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('767',)",3659307705,2,32.06700134,3746541021,3746541022,3659307705,0,internal_timestamp,1056,444874,1450318905,3.483500004,3.206700134,34.40688218,1032.262652,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('768',)",3659307716,2,32.06909943,3746541021,3746541022,3659307716,0,internal_timestamp,1054.77002,452239,1450318916,3.487400055,3.206909943,34.40592374,1032.255786,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('769',)",3659307727,2,32.06930161,3746541021,3746541022,3659307727,0,internal_timestamp,1053.219971,448482,1450318927,3.488500118,3.206930161,34.40580024,1032.248459,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('770',)",3659307738,2,32.07279968,3746541021,3746541022,3659307738,0,internal_timestamp,1051.25,445044,1450318938,3.494800091,3.207279968,34.40437347,1032.237542,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('771',)",3659307749,2,32.07360077,3746541021,3746541022,3659307749,0,internal_timestamp,1049.23999,479590,1450318949,3.497400045,3.207360077,34.40362706,1032.227434,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('772',)",3659307760,2,32.07300186,3746541021,3746541022,3659307760,0,internal_timestamp,1047.359985,447530,1450318960,3.498300076,3.207300186,34.40292614,1032.218166,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('773',)",3659307771,2,32.08029938,3746541021,3746541022,3659307771,0,internal_timestamp,1045.890015,466021,1450318971,3.506700039,3.208029938,34.40357467,1032.210915,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('774',)",3659307782,2,32.09590149,3746541021,3746541022,3659307782,0,internal_timestamp,1044.319946,449687,1450318982,3.525500059,3.209590149,34.40327901,1032.201176,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('775',)",3659307793,2,32.1012001,3746541021,3746541022,3659307793,0,internal_timestamp,1042.630005,455718,1450318993,3.531199932,3.21012001,34.40448201,1032.193688,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('776',)",3659307804,2,32.11529922,3746541021,3746541022,3659307804,0,internal_timestamp,1040.930054,450839,1450319004,3.548199892,3.211529922,34.40434175,1032.183697,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('777',)",3659307815,2,32.11869812,3746541021,3746541022,3659307815,0,internal_timestamp,1038.77002,457293,1450319015,3.553200006,3.211869812,34.40425246,1032.173124,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('778',)",3659307826,2,32.12950134,3746541021,3746541022,3659307826,0,internal_timestamp,1036.359985,452616,1450319026,3.567300081,3.212950134,34.40358106,1032.159822,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('779',)",3659307837,2,32.13389969,3746541021,3746541022,3659307837,0,internal_timestamp,1033.849976,458861,1450319037,3.574899912,3.213389969,34.40213867,1032.146257,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('780',)",3659307848,2,32.14210129,3746541021,3746541022,3659307848,0,internal_timestamp,1031.410034,454308,1450319048,3.586699963,3.214210129,34.40079184,1032.132569,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('781',)",3659307859,2,32.14870071,3746541021,3746541022,3659307859,0,internal_timestamp,1028.939941,446369,1450319059,3.595900059,3.214870071,34.40027317,1032.119717,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('782',)",3659307870,2,32.15100098,3746541021,3746541022,3659307870,0,internal_timestamp,1026.550049,441787,1450319070,3.599699974,3.215100098,34.400248,1032.10829,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('783',)",3659307881,2,32.15200043,3746541021,3746541022,3659307881,0,internal_timestamp,1024.26001,473898,1450319081,3.602400064,3.215200043,34.39977558,1032.097103,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('784',)",3659307892,2,32.15179825,3746541021,3746541022,3659307892,0,internal_timestamp,1022.27002,463320,1450319092,3.604099989,3.215179825,34.3987681,1032.086991,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('785',)",3659307903,2,32.14369965,3746541021,3746541022,3659307903,0,internal_timestamp,1020.690002,461246,1450319103,3.597500086,3.214369965,34.39684161,1032.079056,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('786',)",3659307914,2,32.14189911,3746541021,3746541022,3659307914,0,internal_timestamp,1019.400024,458858,1450319114,3.596600056,3.214189911,34.39629668,1032.072834,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('787',)",3659307925,2,32.14030075,3746541021,3746541022,3659307925,0,internal_timestamp,1017.51001,482059,1450319125,3.596600056,3.214030075,34.39535589,1032.063441,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('788',)",3659307936,2,32.1507988,3746541021,3746541022,3659307936,0,internal_timestamp,1015.109985,463093,1450319136,3.610399961,3.21507988,34.3946292,1032.050176,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('789',)",3659307947,2,32.15399933,3746541021,3746541022,3659307947,0,internal_timestamp,1012.820007,471266,1450319147,3.616100073,3.215399933,34.39363814,1032.038207,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('790',)",3659307958,2,32.15439987,3746541021,3746541022,3659307958,0,internal_timestamp,1011.219971,479928,1450319158,3.617300034,3.215439987,34.39367247,1032.030762,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('791',)",3659307969,2,32.15459824,3746541021,3746541022,3659307969,0,internal_timestamp,1010.25,457720,1450319169,3.617599964,3.215459824,34.39408731,1032.026613,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('792',)",3659307980,2,32.15439987,3746541021,3746541022,3659307980,0,internal_timestamp,1009.52002,492918,1450319180,3.618099928,3.215439987,34.3936997,1032.022903,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('793',)",3659307991,2,32.15449905,3746541021,3746541022,3659307991,0,internal_timestamp,1009.200012,461457,1450319191,3.618400097,3.215449905,34.39366636,1032.021374,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('794',)",3659308002,2,32.1554985,3746541021,3746541022,3659308002,0,internal_timestamp,1007.900024,468736,1450319202,3.621400118,3.21554985,34.3923789,1032.014033,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('795',)",3659308013,2,32.15570068,3746541021,3746541022,3659308013,0,internal_timestamp,1006.570007,464790,1450319213,3.622400045,3.215570068,34.39224961,1032.007717,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('796',)",3659308024,2,32.15779877,3746541021,3746541022,3659308024,0,internal_timestamp,1005.549988,460597,1450319224,3.6256001,3.215779877,34.39191663,1032.002387,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('797',)",3659308035,2,32.15999985,3746541021,3746541022,3659308035,0,internal_timestamp,1004.650024,482040,1450319235,3.630300045,3.215999985,34.39007768,1031.996233,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('798',)",3659308046,2,32.15999985,3746541021,3746541022,3659308046,0,internal_timestamp,1003.76001,465934,1450319246,3.630800009,3.215999985,34.39000724,1031.992039,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('799',)",3659308057,2,32.15940094,3746541021,3746541022,3659308057,0,internal_timestamp,1003.01001,464133,1450319257,3.630599976,3.215940094,34.38988556,1031.988533,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('800',)",3659308068,2,32.15919876,3746541021,3746541021,3659308068,0,internal_timestamp,1002.23999,472800,1450319268,3.630899906,3.215919876,34.38972302,1031.984841,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('801',)",3659308079,2,32.15919876,3746541021,3746541021,3659308079,0,internal_timestamp,1001.539978,471340,1450319279,3.631400108,3.215919876,34.38955589,1031.981441,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('802',)",3659308090,2,32.1595993,3746541021,3746541021,3659308090,0,internal_timestamp,1001.159973,467953,1450319290,3.632400036,3.21595993,34.38917997,1031.979281,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('803',)",3659308101,2,32.1609993,3746541021,3746541021,3659308101,0,internal_timestamp,1000.619995,467356,1450319301,3.634000063,3.21609993,34.38944574,1031.976819,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('804',)",3659308113,2,32.16559982,3746541021,3746541021,3659308113,0,internal_timestamp,999.8699951,513344,1450319312,3.640300035,3.216559982,34.38870969,1031.972025,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('805',)",3659308123,2,32.16759872,3746541021,3746541021,3659308123,0,internal_timestamp,999.1300049,489373,1450319323,3.643699884,3.216759872,34.38790796,1031.967583,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('806',)",3659308134,2,32.16799927,3746541021,3746541021,3659308134,0,internal_timestamp,997.9899902,491213,1450319334,3.64470005,3.216799927,34.38791781,1031.962245,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('807',)",3659308145,2,32.16820145,3746541021,3746541021,3659308145,0,internal_timestamp,996.7800293,480988,1450319345,3.646199942,3.216820145,34.38720555,1031.955956,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('808',)",3659308157,2,32.16820145,3746541021,3746541021,3659308157,0,internal_timestamp,995.8499756,502262,1450319356,3.648000002,3.216820145,34.38579751,1031.950362,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('809',)",3659308167,2,32.1692009,3746541021,3746541021,3659308167,0,internal_timestamp,994.9899902,475227,1450319367,3.649100065,3.21692009,34.3862722,1031.946662,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('810',)",3659308178,2,32.16939926,3746541021,3746541021,3659308178,0,internal_timestamp,994.5800171,473289,1450319378,3.649399996,3.216939926,34.38640271,1031.94485,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('811',)",3659308189,2,32.16899872,3746541021,3746541021,3659308189,0,internal_timestamp,993.9400024,471839,1450319389,3.64989996,3.216899872,34.38572981,1031.941326,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('812',)",3659308200,2,32.16839981,3746541021,3746541021,3659308200,0,internal_timestamp,992.8499756,470635,1450319400,3.649499893,3.216839981,34.38599008,1031.936588,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('813',)",3659308211,2,32.16899872,3746541021,3746541021,3659308211,0,internal_timestamp,991.3900146,481146,1450319411,3.651799917,3.216899872,34.38504044,1031.928867,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('814',)",3659308222,2,32.17039871,3746541021,3746541021,3659308222,0,internal_timestamp,989.2399902,478512,1450319422,3.654299974,3.217039871,34.38518389,1031.918822,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('815',)",3659308233,2,32.17240143,3746541021,3746541021,3659308233,0,internal_timestamp,986.9799805,478432,1450319433,3.657599926,3.217240143,34.38526353,1031.908125,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('816',)",3659308244,2,32.17570114,3746541021,3746541021,3659308244,0,internal_timestamp,985.25,476615,1450319444,3.662899971,3.217570114,34.38452493,1031.898962,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('817',)",3659308255,2,32.17699814,3746541021,3746541021,3659308255,0,internal_timestamp,983.25,475910,1450319455,3.665199995,3.217699814,34.38467889,1031.889638,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('818',)",3659308266,2,32.17699814,3746541021,3746541021,3659308266,0,internal_timestamp,981.4000244,472073,1450319466,3.666399956,3.217699814,34.3843657,1031.880767,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('819',)",3659308277,2,32.17739868,3746541021,3746541021,3659308277,0,internal_timestamp,980.0300293,483814,1450319477,3.66779995,3.217739868,34.38407533,1031.874089,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('820',)",3659308288,2,32.18130112,3746541021,3746541021,3659308288,0,internal_timestamp,979.3400269,491535,1450319488,3.673199892,3.218130112,34.38341952,1031.869743,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('821',)",3659308299,2,32.18640137,3746541021,3746541021,3659308299,0,internal_timestamp,978.6099854,491012,1450319499,3.680700064,3.218640137,34.38201268,1031.864362,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('822',)",3659308310,2,32.19250107,3746541021,3746541021,3659308310,0,internal_timestamp,978.1799927,487005,1450319510,3.68840003,3.219250107,34.38143081,1031.860982,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('823',)",3659308321,2,32.19290161,3746541021,3746541021,3659308321,0,internal_timestamp,977.8200073,486984,1450319521,3.68840003,3.219290161,34.38208896,1031.859852,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('824',)",3659308332,2,32.19350052,3746541021,3746541021,3659308332,0,internal_timestamp,977.5,483799,1450319532,3.689199924,3.219350052,34.38212711,1031.858317,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('825',)",3659308344,2,32.19390106,3746541021,3746541021,3659308344,0,internal_timestamp,977.210022,498373,1450319543,3.689899921,3.219390106,34.38201891,1031.856817,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('826',)",3659308354,2,32.19449997,3746541021,3746541021,3659308354,0,internal_timestamp,976.5800171,480334,1450319554,3.691099882,3.219449997,34.38179687,1031.853607,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('827',)",3659308365,2,32.19620132,3746541021,3746541021,3659308365,0,internal_timestamp,976.1900024,487828,1450319565,3.693399906,3.219620132,34.38161262,1031.851391,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('828',)",3659308377,2,32.19469833,3746541021,3746541021,3659308377,0,internal_timestamp,975.6500244,530132,1450319576,3.692899942,3.219469833,34.38062552,1031.8482,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('829',)",3659308387,2,32.19250107,3746541021,3746541021,3659308387,0,internal_timestamp,974.8200073,483128,1450319587,3.691600084,3.219250107,34.37979694,1031.843904,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('830',)",3659308398,2,32.1882019,3746541021,3746541021,3659308398,0,internal_timestamp,973.8400269,489360,1450319598,3.688299894,3.21882019,34.37863851,1031.838908,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('831',)",3659308409,2,32.1867981,3746541021,3746541021,3659308409,0,internal_timestamp,972.8200073,484940,1450319609,3.6881001,3.21867981,34.37769949,1031.833518,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('832',)",3659308420,2,32.18899918,3746541021,3746541021,3659308420,0,internal_timestamp,971.7000122,492136,1450319620,3.691200018,3.218899918,34.37764445,1031.827961,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('833',)",3659308431,2,32.19169998,3746541021,3746541021,3659308431,0,internal_timestamp,970.3099976,491580,1450319631,3.696000099,3.219169998,34.37654483,1031.820132,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('834',)",3659308442,2,32.19480133,3746541021,3746541021,3659308442,0,internal_timestamp,968.5900269,486612,1450319642,3.700900078,3.219480133,34.37598383,1031.811203,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('835',)",3659308454,2,32.19760132,3746541021,3746541021,3659308454,0,internal_timestamp,966.4400024,513669,1450319653,3.705699921,3.219760132,34.37538833,1031.80029,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('836',)",3659308464,2,32.19869995,3746541021,3746541021,3659308464,0,internal_timestamp,964.4799805,492640,1450319664,3.70810008,3.219869995,34.37518257,1031.79085,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('837',)",3659308475,2,32.2030983,3746541021,3746541021,3659308475,0,internal_timestamp,963.4699707,492783,1450319675,3.714400053,3.22030983,34.37433815,1031.784778,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('838',)",3659308487,2,32.20470047,3746541021,3746541021,3659308487,0,internal_timestamp,962.7999878,502269,1450319686,3.716300011,3.220470047,34.37459608,1031.781677,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('839',)",3659308497,2,32.20539856,3746541021,3746541021,3659308497,0,internal_timestamp,962.3699951,494976,1450319697,3.717799902,3.220539856,34.37407735,1031.779112,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('840',)",3659308509,2,32.2057991,3746541021,3746541021,3659308509,0,internal_timestamp,962.3200073,497364,1450319708,3.717600107,3.22057991,34.37478621,1031.779467,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('841',)",3659308520,2,32.20589828,3746541021,3746541021,3659308520,0,internal_timestamp,962.2600098,515439,1450319719,3.717799902,3.220589828,34.37472584,1031.77912,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('842',)",3659308531,2,32.20619965,3746541021,3746541021,3659308531,0,internal_timestamp,962.1799927,495790,1450319730,3.718199968,3.220619965,34.37470642,1031.778688,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('843',)",3659308542,2,32.20619965,3746541021,3746541021,3659308542,0,internal_timestamp,962.1599731,499115,1450319741,3.717999935,3.220619965,34.37492531,1031.778794,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('844',)",3659308553,2,32.20610046,3746541021,3746541021,3659308553,0,internal_timestamp,962.1599731,498801,1450319752,3.717799902,3.220610046,34.37501642,1031.778891,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('845',)",3659308564,2,32.20640183,3746541021,3746541021,3659308564,0,internal_timestamp,962.1599731,505913,1450319763,3.718199968,3.220640183,34.37495635,1031.778794,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('846',)",3659308575,2,32.20640183,3746541021,3746541021,3659308575,0,internal_timestamp,962.0999756,497961,1450319774,3.718699932,3.220640183,34.37446515,1031.77807,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('847',)",3659308586,2,32.20619965,3746541021,3746541021,3659308586,0,internal_timestamp,962.0300293,499905,1450319785,3.718300104,3.220619965,34.37467812,1031.777967,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('848',)",3659308597,2,32.20619965,3746541021,3746541021,3659308597,0,internal_timestamp,962,500394,1450319796,3.718100071,3.220619965,34.37490211,1031.77803,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('849',)",3659308608,2,32.20650101,3746541021,3746541021,3659308608,0,internal_timestamp,962.0200195,498881,1450319807,3.718300104,3.220650101,34.37504058,1031.778207,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('850',)",3659308619,2,32.20640183,3746541021,3746541021,3659308619,0,internal_timestamp,962.0200195,504066,1450319818,3.718300104,3.220640183,34.37492297,1031.778114,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('851',)",3659308630,2,32.20640183,3746541021,3746541021,3659308630,0,internal_timestamp,962.0200195,504614,1450319829,3.718300104,3.220640183,34.37492297,1031.778114,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('852',)",3659308641,2,32.20650101,3746541021,3746541021,3659308641,0,internal_timestamp,961.5200195,527182,1450319840,3.718699932,3.220650101,34.37487743,1031.775738,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('853',)",3659308652,2,32.20640183,3746541021,3746541022,3659308652,0,internal_timestamp,961.2000122,518573,1450319851,3.719000101,3.220640183,34.3746092,1031.774023,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('854',)",3659308663,2,32.20640183,3746541021,3746541022,3659308663,0,internal_timestamp,961.1500244,505146,1450319862,3.718899965,3.220640183,34.37473908,1031.773908,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('855',)",3659308674,2,32.20650101,3746541021,3746541022,3659308674,0,internal_timestamp,961.1500244,508037,1450319873,3.719099998,3.220650101,34.37464798,1031.773812,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('856',)",3659308685,2,32.20640183,3746541021,3746541022,3659308685,0,internal_timestamp,961.1300049,505780,1450319884,3.718800068,3.220640183,34.37485349,1031.773919,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('857',)",3659308696,2,32.20629883,3746541021,3746541022,3659308696,0,internal_timestamp,961.0999756,504638,1450319895,3.718800068,3.220629883,34.37474661,1031.773697,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('858',)",3659308707,2,32.20640183,3746541021,3746541022,3659308707,0,internal_timestamp,961.1799927,503990,1450319906,3.718899965,3.220640183,34.37472386,1031.774034,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('859',)",3659308740,2,32.20610046,3746541022,3746541022,3659308740,0,internal_timestamp,961.2700195,790626,1450319939,3.718899965,3.220610046,34.37432075,1031.774128,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
